@relation riesgos	
@attribute Estado {AGUASCALIENTES,BAJA-CALIFORNIA,B-CALIF-SUR,CAMPECHE,CHIAPAS,CHIHUAHUA,COAHUILA,COLIMA,DISTRITO-FEDERAL,DURANGO,ESTADO-DE-MEXICO,GUANAJUATO,GUERRERO,HIDALGO,JALISCO,MICHOACAN,MORELOS,NAYARIT,NUEVO-LEON,OAXACA,PUEBLA,QUERETARO,QUINTANA-ROO,SAN-LUIS-POTOSI,SINALOA,SONORA,TABASCO,TAMAULIPAS,TLAXCALA,VERACRUZ,YUCATAN,ZACATECAS}
@attribute Acccidente {0,1}
@attribute A-Volcanica {0,1}
@attribute Alud {0,1}
@attribute Aluvion {0,1}
@attribute Avenida-torrencial {0,1}
@attribute Linea-costeera {0,1}
@attribute Colapso-estructural {0,1}
@attribute Contaminacion {0,1}
@attribute Deslizamiento {0,1}
@attribute Epidemia {0,1}
@attribute Escape {0,1}
@attribute Explosion {0,1}
@attribute Granizada {0,1}
@attribute Hambruna {0,1}
@attribute Helada {0,1}
@attribute Hundimiento {0,1}
@attribute Incendio {0,1}
@attribute Incendio-Forestal {0,1}
@attribute Intoxicacion {0,1}
@attribute Inundacion {0,1}
@attribute Licuacion {0,1}
@attribute LLuvias {0,1}
@attribute Marejada {0,1}
@attribute Neblina {0,1}
@attribute Nevada {0,1}
@attribute Ola-de-calor {0,1}
@attribute Onda-fria {0,1}
@attribute Otro {0,1}
@attribute Plaga {0,1}
@attribute Panico {0,1}
@attribute Racionamiento {0,1}
@attribute Sedimentacion {0,1}
@attribute Sequia {0,1}
@attribute Sismo {0,1}
@attribute Tempestad {0,1}
@attribute Tormenta-Electrica {0,1}
@attribute Tornado {0,1}
@attribute Tsunami {0,1}
@attribute Vendaval {0,1}
@data
TAMAULIPAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DISTRITO-FEDERAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUANAJUATO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICHOACAN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERACRUZ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
